Rome,Italy,45.46362,12.496365
Athens,Greece,37.98381,23.727539
Vienna,Austria,48.20921,16.37278
Munich,Germany,48.135124,11.581981
Hamburg,Germany,53.551086,53.551086
Stockholm,Sweden,59.33279,18.064489
Copenhagen,Denmark,55.676098,12.568337
Paris,France,48.856613,48.856613
Lisbon,Portugal,38.722252,-9.139337
Madrid,Spain,40.416775,-3.70379
